3.62E+01	3.69E+01	3.46E+01	3.25E+01	2.98E+01	3.05E+01	3.27E+01	3.70E+01	4.04E+01	3.60E+01	3.50E+01	3.61E+01	3.88E+01	3.95E+01	4.02E+01	4.21E+01
7.26E+01	6.76E+01	6.71E+01	6.87E+01	7.05E+01	6.60E+01	7.10E+01	6.15E+01	4.74E+01	6.23E+01	7.19E+01	7.24E+01	7.18E+01	7.29E+01	7.16E+01	7.31E+01
8.95E+01	8.83E+01	9.15E+01	9.19E+01	9.45E+01	9.34E+01	8.29E+01	8.74E+01	8.01E+01	9.28E+01	8.80E+01	9.00E+01	9.10E+01	9.25E+01	9.57E+01	9.38E+01
1.08E+02	1.10E+02	1.06E+02	1.07E+02	9.45E+01	1.08E+02	1.07E+02	1.05E+02	1.46E+02	1.03E+02	1.08E+02	1.09E+02	1.06E+02	1.06E+02	1.08E+02	1.09E+02
1.18E+02	1.17E+02	1.20E+02	1.17E+02	1.35E+02	1.15E+02	1.15E+02	1.20E+02	1.21E+02	1.24E+02	1.15E+02	1.18E+02	1.21E+02	1.20E+02	1.21E+02	1.20E+02
1.28E+02	1.27E+02	1.31E+02	1.27E+02	1.10E+02	1.32E+02	1.30E+02	1.39E+02	7.53E+01	1.39E+02	1.31E+02	1.28E+02	1.30E+02	1.30E+02	1.30E+02	1.31E+02
1.38E+02	1.44E+02	1.36E+02	1.40E+02	1.57E+02	1.32E+02	1.44E+02	1.30E+02	1.62E+02	1.29E+02	1.43E+02	1.40E+02	1.39E+02	1.38E+02	1.36E+02	1.40E+02
1.49E+02	1.44E+02	1.44E+02	1.47E+02	1.26E+02	1.48E+02	1.43E+02	1.41E+02	1.90E+02	1.39E+02	1.46E+02	1.43E+02	1.46E+02	1.49E+02	1.47E+02	1.44E+02
1.54E+02	1.46E+02	1.55E+02	1.50E+02	1.70E+02	1.51E+02	1.55E+02	1.60E+02	1.11E+02	1.64E+02	1.52E+02	1.53E+02	1.51E+02	1.53E+02	1.54E+02	1.51E+02
1.56E+02	1.64E+02	1.57E+02	1.59E+02	1.38E+02	1.59E+02	1.58E+02	1.63E+02	1.25E+02	1.59E+02	1.57E+02	1.63E+02	1.58E+02	1.54E+02	1.56E+02	1.57E+02
1.60E+02	1.62E+02	1.59E+02	1.58E+02	1.77E+02	1.67E+02	1.57E+02	1.53E+02	2.22E+02	1.51E+02	1.58E+02	1.63E+02	1.63E+02	1.62E+02	1.61E+02	1.66E+02
1.66E+02	1.59E+02	1.66E+02	1.70E+02	1.56E+02	1.63E+02	1.65E+02	1.65E+02	1.81E+02	1.67E+02	1.69E+02	1.63E+02	1.67E+02	1.66E+02	1.66E+02	1.66E+02
1.65E+02	1.74E+02	1.71E+02	1.63E+02	1.76E+02	1.68E+02	1.79E+02	1.78E+02	9.63E+01	1.78E+02	1.72E+02	1.68E+02	1.67E+02	1.67E+02	1.67E+02	1.65E+02
1.69E+02	1.70E+02	1.69E+02	1.70E+02	1.68E+02	1.70E+02	1.66E+02	1.70E+02	1.89E+02	1.69E+02	1.67E+02	1.71E+02	1.70E+02	1.68E+02	1.71E+02	1.72E+02
