1.73E+02	1.63E+02	1.72E+02	1.71E+02	1.77E+02	1.74E+02	1.63E+02	1.62E+02	2.32E+02	1.64E+02	1.66E+02	1.72E+02	1.74E+02	1.71E+02	1.71E+02	1.72E+02
1.72E+02	1.73E+02	1.70E+02	1.74E+02	1.70E+02	1.71E+02	1.80E+02	1.77E+02	1.38E+02	1.78E+02	1.77E+02	1.70E+02	1.67E+02	1.73E+02	1.71E+02	1.67E+02
1.72E+02	1.74E+02	1.69E+02	1.76E+02	1.61E+02	1.70E+02	1.78E+02	1.79E+02	1.24E+02	1.78E+02	1.78E+02	1.69E+02	1.67E+02	1.73E+02	1.71E+02	1.68E+02
1.73E+02	1.64E+02	1.72E+02	1.70E+02	1.84E+02	1.76E+02	1.63E+02	1.63E+02	2.27E+02	1.65E+02	1.67E+02	1.72E+02	1.73E+02	1.71E+02	1.71E+02	1.73E+02
1.70E+02	1.68E+02	1.69E+02	1.72E+02	1.61E+02	1.68E+02	1.68E+02	1.69E+02	2.02E+02	1.68E+02	1.67E+02	1.72E+02	1.70E+02	1.68E+02	1.70E+02	1.71E+02
1.66E+02	1.75E+02	1.71E+02	1.62E+02	1.83E+02	1.70E+02	1.77E+02	1.77E+02	9.83E+01	1.77E+02	1.72E+02	1.69E+02	1.67E+02	1.66E+02	1.67E+02	1.65E+02
1.66E+02	1.61E+02	1.67E+02	1.70E+02	1.52E+02	1.63E+02	1.64E+02	1.67E+02	1.68E+02	1.70E+02	1.70E+02	1.62E+02	1.67E+02	1.67E+02	1.65E+02	1.66E+02
1.61E+02	1.60E+02	1.60E+02	1.60E+02	1.80E+02	1.65E+02	1.60E+02	1.54E+02	2.25E+02	1.51E+02	1.58E+02	1.63E+02	1.63E+02	1.61E+02	1.61E+02	1.65E+02
1.57E+02	1.66E+02	1.57E+02	1.59E+02	1.39E+02	1.60E+02	1.60E+02	1.61E+02	1.39E+02	1.58E+02	1.56E+02	1.63E+02	1.58E+02	1.54E+02	1.56E+02	1.55E+02
1.54E+02	1.48E+02	1.56E+02	1.52E+02	1.70E+02	1.55E+02	1.52E+02	1.62E+02	1.01E+02	1.64E+02	1.53E+02	1.54E+02	1.51E+02	1.52E+02	1.53E+02	1.50E+02
1.50E+02	1.43E+02	1.45E+02	1.47E+02	1.30E+02	1.48E+02	1.46E+02	1.44E+02	1.86E+02	1.42E+02	1.47E+02	1.44E+02	1.45E+02	1.48E+02	1.46E+02	1.44E+02
1.40E+02	1.45E+02	1.37E+02	1.41E+02	1.53E+02	1.34E+02	1.46E+02	1.30E+02	1.72E+02	1.28E+02	1.44E+02	1.40E+02	1.38E+02	1.38E+02	1.36E+02	1.39E+02
1.29E+02	1.30E+02	1.32E+02	1.30E+02	1.19E+02	1.31E+02	1.31E+02	1.40E+02	8.05E+01	1.38E+02	1.32E+02	1.28E+02	1.30E+02	1.30E+02	1.29E+02	1.30E+02
1.19E+02	1.18E+02	1.23E+02	1.18E+02	1.28E+02	1.19E+02	1.17E+02	1.23E+02	1.12E+02	1.26E+02	1.16E+02	1.18E+02	1.21E+02	1.20E+02	1.21E+02	1.19E+02
1.10E+02	1.12E+02	1.08E+02	1.10E+02	1.07E+02	1.09E+02	1.08E+02	1.06E+02	1.48E+02	1.04E+02	1.08E+02	1.10E+02	1.07E+02	1.06E+02	1.07E+02	1.08E+02
9.18E+01	9.20E+01	9.44E+01	9.48E+01	8.77E+01	9.62E+01	8.73E+01	9.06E+01	9.03E+01	9.42E+01	8.98E+01	9.03E+01	9.09E+01	9.19E+01	9.38E+01	9.17E+01
7.52E+01	7.06E+01	7.10E+01	7.23E+01	8.25E+01	7.22E+01	7.63E+01	6.54E+01	4.52E+01	6.51E+01	7.35E+01	7.31E+01	7.17E+01	7.22E+01	7.02E+01	7.09E+01
4.37E+01	4.36E+01	4.15E+01	4.11E+01	3.43E+01	3.60E+01	3.71E+01	4.21E+01	5.18E+01	3.96E+01	3.78E+01	3.77E+01	3.88E+01	3.80E+01	3.71E+01	3.69E+01
