2.04E-13	1.68E-13	1.33E-13	1.53E-13	1.54E-13	1.43E-13	1.46E-13	2.08E-13	2.44E-13	2.24E-13	1.63E-13	1.68E-13	2.02E-13	2.15E-13	1.85E-13	2.60E-13
3.46E-13	3.59E-13	3.53E-13	3.00E-13	2.85E-13	3.10E-13	3.68E-13	3.93E-13	3.76E-13	3.58E-13	3.48E-13	3.17E-13	3.24E-13	3.26E-13	4.52E-13	4.13E-13
4.62E-13	4.70E-13	4.66E-13	3.71E-13	3.75E-13	4.01E-13	4.67E-13	3.92E-13	3.31E-13	3.58E-13	4.27E-13	3.88E-13	3.12E-13	3.75E-13	4.67E-13	4.59E-13
5.84E-13	5.55E-13	5.11E-13	4.78E-13	4.15E-13	5.03E-13	4.35E-13	4.29E-13	4.22E-13	4.57E-13	4.34E-13	4.77E-13	3.63E-13	4.62E-13	4.37E-13	5.37E-13
6.40E-13	5.94E-13	5.52E-13	5.81E-13	5.14E-13	5.25E-13	4.53E-13	4.20E-13	4.18E-13	4.75E-13	5.56E-13	4.58E-13	5.36E-13	5.04E-13	5.03E-13	5.47E-13
6.42E-13	5.89E-13	5.81E-13	6.10E-13	6.71E-13	4.80E-13	5.08E-13	5.11E-13	5.60E-13	5.04E-13	4.87E-13	5.35E-13	6.75E-13	5.95E-13	5.92E-13	5.56E-13
5.88E-13	5.96E-13	5.87E-13	6.70E-13	7.07E-13	5.34E-13	5.90E-13	5.47E-13	5.14E-13	5.57E-13	4.86E-13	6.21E-13	7.62E-13	7.41E-13	6.43E-13	6.07E-13
6.34E-13	6.78E-13	7.06E-13	7.15E-13	7.10E-13	6.99E-13	5.12E-13	5.94E-13	6.39E-13	6.17E-13	5.90E-13	6.82E-13	7.57E-13	7.70E-13	6.57E-13	6.68E-13
6.05E-13	7.46E-13	8.09E-13	7.85E-13	7.65E-13	7.85E-13	5.54E-13	6.08E-13	6.45E-13	5.70E-13	6.26E-13	7.63E-13	7.15E-13	7.30E-13	7.32E-13	6.96E-13
6.70E-13	7.45E-13	7.89E-13	8.14E-13	8.07E-13	7.83E-13	6.93E-13	6.48E-13	6.97E-13	6.47E-13	6.97E-13	8.05E-13	7.41E-13	7.23E-13	7.87E-13	6.50E-13
7.37E-13	6.72E-13	8.02E-13	7.83E-13	8.11E-13	7.89E-13	8.70E-13	6.87E-13	6.01E-13	6.47E-13	8.22E-13	8.27E-13	7.75E-13	7.96E-13	7.74E-13	6.75E-13
7.29E-13	6.67E-13	8.00E-13	8.23E-13	7.20E-13	8.42E-13	8.99E-13	6.67E-13	6.48E-13	7.01E-13	9.08E-13	8.16E-13	8.48E-13	8.74E-13	7.82E-13	7.61E-13
6.79E-13	5.01E-01	4.84E-01	4.18E-01	4.32E-01	4.18E-01	4.84E-01	5.01E-01	6.07E-13	1.60E+00	2.70E+00	4.81E+00	8.02E+00	1.13E+01	1.43E+01	1.69E+01
1.92E+02	1.95E+02	1.74E+02	1.65E+02	1.59E+02	1.65E+02	1.74E+02	1.95E+02	1.92E+02	2.66E+02	3.21E+02	3.83E+02	4.47E+02	5.36E+02	6.25E+02	7.19E+02
1.63E+03	1.55E+03	1.47E+03	1.43E+03	1.43E+03	1.43E+03	1.47E+03	1.55E+03	1.63E+03	1.75E+03	1.87E+03	2.02E+03	2.20E+03	2.33E+03	2.49E+03	2.63E+03
3.73E+03	3.62E+03	3.57E+03	3.53E+03	3.50E+03	3.53E+03	3.57E+03	3.62E+03	3.73E+03	3.81E+03	3.93E+03	4.05E+03	4.14E+03	4.26E+03	4.33E+03	4.40E+03
4.51E+03	4.48E+03	4.49E+03	4.50E+03	4.47E+03	4.50E+03	4.49E+03	4.48E+03	4.51E+03	4.40E+03	4.33E+03	4.26E+03	4.14E+03	4.05E+03	3.93E+03	3.81E+03
2.75E+03	2.85E+03	2.92E+03	2.97E+03	3.02E+03	2.97E+03	2.92E+03	2.85E+03	2.75E+03	2.63E+03	2.49E+03	2.33E+03	2.20E+03	2.02E+03	1.87E+03	1.75E+03
7.72E+02	8.73E+02	9.17E+02	9.45E+02	9.43E+02	9.45E+02	9.17E+02	8.73E+02	7.72E+02	7.19E+02	6.25E+02	5.36E+02	4.47E+02	3.83E+02	3.21E+02	2.66E+02
1.06E+01	3.31E+01	4.48E+01	5.47E+01	5.82E+01	5.47E+01	4.48E+01	3.31E+01	1.06E+01	1.69E+01	1.43E+01	1.13E+01	8.02E+00	4.81E+00	2.70E+00	1.60E+00
6.82E-13	7.50E-13	6.91E-04	3.27E-03	6.03E-03	3.27E-03	6.91E-04	7.68E-13	6.28E-13	7.49E-13	9.34E-13	8.33E-13	7.72E-13	7.74E-13	8.45E-13	7.26E-13
7.18E-13	7.00E-13	8.27E-13	8.53E-13	7.93E-13	7.08E-13	8.87E-13	6.83E-13	6.43E-13	6.08E-13	8.01E-13	8.04E-13	7.05E-13	7.70E-13	8.04E-13	6.59E-13
7.13E-13	7.33E-13	8.12E-13	8.30E-13	8.33E-13	7.67E-13	7.41E-13	6.67E-13	5.60E-13	5.79E-13	7.07E-13	7.68E-13	7.14E-13	8.10E-13	7.54E-13	6.40E-13
6.94E-13	7.88E-13	8.09E-13	7.91E-13	8.09E-13	7.96E-13	5.61E-13	5.92E-13	6.46E-13	5.97E-13	5.74E-13	6.77E-13	7.99E-13	8.56E-13	6.96E-13	6.71E-13
5.80E-13	6.62E-13	7.07E-13	7.43E-13	7.38E-13	7.81E-13	5.15E-13	5.59E-13	6.75E-13	5.78E-13	5.87E-13	6.99E-13	8.44E-13	7.96E-13	6.83E-13	7.08E-13
5.77E-13	5.65E-13	6.04E-13	6.93E-13	7.42E-13	6.59E-13	5.76E-13	5.77E-13	6.26E-13	5.64E-13	5.23E-13	6.94E-13	8.25E-13	7.01E-13	6.64E-13	5.92E-13
6.06E-13	5.43E-13	5.68E-13	6.28E-13	7.43E-13	5.94E-13	5.80E-13	5.56E-13	5.12E-13	5.80E-13	5.07E-13	6.55E-13	7.08E-13	5.87E-13	6.16E-13	5.89E-13
5.81E-13	5.67E-13	5.48E-13	6.07E-13	6.20E-13	5.48E-13	5.76E-13	4.87E-13	4.85E-13	5.56E-13	6.48E-13	5.81E-13	5.19E-13	5.36E-13	5.15E-13	5.76E-13
5.57E-13	5.68E-13	5.14E-13	5.22E-13	4.41E-13	5.08E-13	5.52E-13	5.60E-13	4.87E-13	5.65E-13	6.31E-13	4.90E-13	3.92E-13	4.87E-13	4.62E-13	5.63E-13
4.86E-13	4.66E-13	4.66E-13	4.14E-13	3.78E-13	4.46E-13	4.52E-13	4.67E-13	5.00E-13	4.53E-13	4.64E-13	3.92E-13	3.54E-13	3.93E-13	4.93E-13	4.97E-13
