8.06E+00	6.61E+00	5.58E+00	4.97E+00	4.61E+00	3.76E+00	2.23E+00	1.09E+00	8.45E-01	2.23E+00	5.45E+00	1.09E+01	1.62E+01	1.94E+01	2.15E+01	2.44E+01
1.69E+01	1.43E+01	1.23E+01	9.92E+00	6.30E+00	3.41E+00	1.98E+00	1.61E+00	2.08E+00	3.51E+00	6.08E+00	1.06E+01	1.86E+01	3.02E+01	3.90E+01	4.32E+01
2.29E+01	1.92E+01	1.34E+01	8.10E+00	5.12E+00	3.26E+00	2.28E+00	2.06E+00	2.92E+00	4.35E+00	7.04E+00	1.07E+01	1.57E+01	2.28E+01	3.61E+01	5.13E+01
2.60E+01	1.73E+01	1.16E+01	7.92E+00	5.19E+00	3.56E+00	2.76E+00	2.82E+00	3.65E+00	5.51E+00	8.04E+00	1.14E+01	1.54E+01	2.13E+01	2.84E+01	3.90E+01
2.14E+01	1.57E+01	1.15E+01	8.10E+00	5.70E+00	4.05E+00	3.27E+00	3.43E+00	4.45E+00	6.30E+00	8.93E+00	1.22E+01	1.61E+01	2.06E+01	2.61E+01	3.29E+01
2.01E+01	1.55E+01	1.17E+01	8.67E+00	6.19E+00	4.68E+00	3.91E+00	4.27E+00	5.35E+00	7.32E+00	9.89E+00	1.31E+01	1.65E+01	2.06E+01	2.48E+01	3.00E+01
1.98E+01	1.57E+01	1.21E+01	9.13E+00	6.79E+00	5.32E+00	4.78E+00	4.91E+00	6.16E+00	8.24E+00	1.09E+01	1.39E+01	1.70E+01	2.05E+01	2.44E+01	2.84E+01
1.98E+01	1.60E+01	1.27E+01	9.79E+00	7.52E+00	5.99E+00	5.54E+00	5.84E+00	7.19E+00	9.16E+00	1.19E+01	1.44E+01	1.78E+01	2.09E+01	2.40E+01	2.71E+01
2.00E+01	1.65E+01	1.33E+01	1.05E+01	8.38E+00	7.00E+00	6.44E+00	6.88E+00	8.11E+00	1.02E+01	1.28E+01	1.56E+01	1.86E+01	2.13E+01	2.40E+01	2.64E+01
2.02E+01	1.71E+01	1.39E+01	1.13E+01	9.23E+00	7.85E+00	7.36E+00	7.94E+00	9.26E+00	1.14E+01	1.35E+01	1.64E+01	1.90E+01	2.17E+01	2.38E+01	2.59E+01
2.05E+01	1.76E+01	1.46E+01	1.21E+01	1.02E+01	8.88E+00	8.42E+00	9.07E+00	1.03E+01	1.25E+01	1.46E+01	1.72E+01	1.97E+01	2.19E+01	2.38E+01	2.53E+01
2.08E+01	1.81E+01	1.55E+01	1.31E+01	1.14E+01	1.00E+01	9.76E+00	1.03E+01	1.16E+01	1.35E+01	1.58E+01	1.82E+01	2.07E+01	2.23E+01	2.39E+01	2.49E+01
2.12E+01	1.88E+01	1.63E+01	1.41E+01	1.23E+01	1.14E+01	1.10E+01	1.15E+01	1.31E+01	1.46E+01	1.68E+01	1.91E+01	2.10E+01	2.28E+01	2.39E+01	2.46E+01
2.16E+01	1.93E+01	1.71E+01	1.51E+01	1.34E+01	1.26E+01	1.24E+01	1.29E+01	1.44E+01	1.59E+01	1.78E+01	1.99E+01	2.15E+01	2.30E+01	2.38E+01	2.42E+01
2.20E+01	1.99E+01	1.79E+01	1.61E+01	1.49E+01	1.40E+01	1.38E+01	1.45E+01	1.59E+01	1.73E+01	1.88E+01	2.06E+01	2.24E+01	2.32E+01	2.37E+01	2.37E+01
2.25E+01	2.05E+01	1.88E+01	1.72E+01	1.60E+01	1.55E+01	1.55E+01	1.62E+01	1.75E+01	1.85E+01	2.01E+01	2.15E+01	2.26E+01	2.35E+01	2.37E+01	2.34E+01
2.30E+01	2.12E+01	2.00E+01	1.87E+01	1.76E+01	1.73E+01	1.75E+01	1.80E+01	1.94E+01	2.02E+01	2.16E+01	2.27E+01	2.34E+01	2.40E+01	2.40E+01	2.31E+01
2.36E+01	2.26E+01	2.12E+01	2.04E+01	2.01E+01	1.97E+01	2.00E+01	2.06E+01	2.18E+01	2.23E+01	2.34E+01	2.42E+01	2.50E+01	2.48E+01	2.41E+01	2.35E+01
2.42E+01	2.37E+01	2.29E+01	2.25E+01	2.20E+01	2.22E+01	2.27E+01	2.34E+01	2.42E+01	2.49E+01	2.54E+01	2.58E+01	2.58E+01	2.56E+01	2.47E+01	2.34E+01
2.49E+01	2.46E+01	2.49E+01	2.46E+01	2.47E+01	2.54E+01	2.59E+01	2.63E+01	2.72E+01	2.75E+01	2.79E+01	2.78E+01	2.71E+01	2.64E+01	2.53E+01	2.32E+01
2.56E+01	2.62E+01	2.66E+01	2.72E+01	2.79E+01	2.87E+01	2.94E+01	3.00E+01	3.05E+01	3.06E+01	3.04E+01	2.96E+01	2.89E+01	2.74E+01	2.55E+01	2.33E+01
2.66E+01	2.75E+01	2.86E+01	2.99E+01	3.12E+01	3.25E+01	3.34E+01	3.44E+01	3.45E+01	3.43E+01	3.31E+01	3.21E+01	3.03E+01	2.83E+01	2.57E+01	2.32E+01
2.76E+01	2.94E+01	3.10E+01	3.34E+01	3.55E+01	3.72E+01	3.88E+01	3.99E+01	3.99E+01	3.89E+01	3.72E+01	3.48E+01	3.23E+01	2.95E+01	2.63E+01	2.34E+01
2.91E+01	3.16E+01	3.43E+01	3.75E+01	4.12E+01	4.41E+01	4.59E+01	4.75E+01	4.70E+01	4.56E+01	4.21E+01	3.90E+01	3.52E+01	3.10E+01	2.71E+01	2.35E+01
3.06E+01	3.42E+01	3.86E+01	4.34E+01	4.83E+01	5.31E+01	5.78E+01	6.00E+01	5.94E+01	5.64E+01	5.14E+01	4.47E+01	3.87E+01	3.31E+01	2.83E+01	2.38E+01
3.28E+01	3.83E+01	4.44E+01	5.18E+01	6.12E+01	7.25E+01	7.90E+01	7.98E+01	7.83E+01	7.31E+01	6.68E+01	5.75E+01	4.62E+01	3.69E+01	3.02E+01	2.47E+01
3.62E+01	4.42E+01	5.52E+01	7.08E+01	8.14E+01	8.25E+01	8.10E+01	7.87E+01	7.53E+01	7.13E+01	6.66E+01	6.17E+01	5.59E+01	4.62E+01	3.45E+01	2.62E+01
4.17E+01	5.72E+01	7.36E+01	7.85E+01	7.90E+01	7.85E+01	7.69E+01	7.43E+01	7.10E+01	6.69E+01	6.23E+01	5.74E+01	5.21E+01	4.68E+01	4.09E+01	3.08E+01
5.74E+01	6.85E+01	7.12E+01	7.26E+01	7.23E+01	7.26E+01	7.12E+01	6.87E+01	6.54E+01	6.15E+01	5.68E+01	5.18E+01	4.62E+01	4.16E+01	3.67E+01	3.22E+01
5.77E+01	6.04E+01	6.30E+01	6.41E+01	6.49E+01	6.41E+01	6.30E+01	6.04E+01	5.77E+01	5.36E+01	4.96E+01	4.46E+01	4.01E+01	3.52E+01	3.07E+01	2.64E+01
4.67E+01	4.92E+01	5.10E+01	5.24E+01	5.33E+01	5.24E+01	5.10E+01	4.92E+01	4.67E+01	4.32E+01	3.93E+01	3.55E+01	3.18E+01	2.74E+01	2.33E+01	1.99E+01
2.79E+01	2.84E+01	2.93E+01	3.06E+01	3.07E+01	3.06E+01	2.93E+01	2.84E+01	2.79E+01	2.44E+01	2.15E+01	1.94E+01	1.66E+01	1.42E+01	1.18E+01	9.79E+00
